Bug ID,Summary,Description,Status,Severity,Priority,Resolution,Assigned_To,Module,Reported_Date,Status_encoded,Severity_encoded,Priority_encoded,Resolution_encoded
BUG-0971,Database connection timeout - Case 977,The connection to the database times out after 30 seconds of inactivity.,Resolved,Minor,P5,Cannot Reproduce,Grace Kim,Database,2024-06-02,4,2,4,0
BUG-0972,API returning 500 error - Case 456,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Major,P3,Cannot Reproduce,David Lee,UI/UX,2024-02-06,4,1,2,0
BUG-0973,UI misalignment in header - Case 307,The header elements are overlapping on mobile screens.,Closed,Trivial,P3,Duplicate,Henry Wilson,Dashboard,2024-10-24,1,3,2,1
BUG-0974,API returning 500 error - Case 812,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Minor,P4,,David Lee,Authentication,2024-03-15,2,2,3,5
BUG-0975,Performance degradation on load - Case 204,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P5,Duplicate,Bob Smith,Database,2024-12-13,1,2,4,1
BUG-0976,Database connection timeout - Case 153,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P1,Fixed,Grace Kim,Dashboard,2024-11-28,1,1,0,2
BUG-0977,Memory leak during file upload - Case 350,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Critical,P2,,Eva Martinez,Dashboard,2024-05-03,3,0,1,5
BUG-0978,Memory leak during file upload - Case 894,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Critical,P3,Fixed,Henry Wilson,Database,2024-11-28,4,0,2,2
BUG-0979,Typo in the settings menu - Case 201,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P2,Duplicate,David Lee,Authentication,2024-02-12,1,3,1,1
BUG-0980,Performance degradation on load - Case 591,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Minor,P2,,Henry Wilson,UI/UX,2024-10-30,3,2,1,5
BUG-0981,Database connection timeout - Case 201,The connection to the database times out after 30 seconds of inactivity.,New,Minor,P2,,Alice Johnson,UI/UX,2024-12-31,3,2,1,5
BUG-0982,Button click has no effect - Case 902,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P4,Not a Bug,Bob Smith,Dashboard,2024-02-02,4,3,3,3
BUG-0983,Database connection timeout - Case 105,The connection to the database times out after 30 seconds of inactivity.,Resolved,Trivial,P5,Not a Bug,Carol White,Reporting,2024-06-09,4,3,4,3
BUG-0984,UI misalignment in header - Case 675,The header elements are overlapping on mobile screens.,New,Trivial,P1,,Eva Martinez,Database,2024-02-13,3,3,0,5
BUG-0985,Database connection timeout - Case 533,The connection to the database times out after 30 seconds of inactivity.,Assigned,Trivial,P1,,Eva Martinez,Notifications,2024-06-02,0,3,0,5
BUG-0986,API returning 500 error - Case 811,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P5,Won't Fix,Alice Johnson,Reporting,2024-06-29,1,2,4,4
BUG-0987,Memory leak during file upload - Case 991,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Minor,P4,Duplicate,David Lee,Database,2024-06-02,1,2,3,1
BUG-0988,Performance degradation on load - Case 532,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P2,Fixed,Carol White,UI/UX,2024-05-10,1,1,1,2
BUG-0989,Feature Y is not responsive - Case 792,Feature Y does not resize properly when the window is scaled down.,Assigned,Minor,P5,,Eva Martinez,Reporting,2024-10-01,0,2,4,5
BUG-0990,Performance degradation on load - Case 773,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Critical,P4,Not a Bug,Frank Brown,UI/UX,2024-03-24,1,0,3,3
BUG-0991,Performance degradation on load - Case 353,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Trivial,P1,,Grace Kim,Payment,2024-03-04,2,3,0,5
BUG-0992,UI misalignment in header - Case 471,The header elements are overlapping on mobile screens.,In Progress,Minor,P3,,Alice Johnson,Payment,2024-03-15,2,2,2,5
BUG-0993,Null pointer exception in module X - Case 487,A NullPointerException is thrown when clicking the submit button in module X.,New,Major,P1,,Henry Wilson,Payment,2024-03-30,3,1,0,5
BUG-0994,Performance degradation on load - Case 986,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P5,Won't Fix,Carol White,Database,2024-05-18,1,3,4,4
BUG-0995,Memory leak during file upload - Case 285,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P2,Won't Fix,Carol White,API,2024-10-09,1,0,1,4
BUG-0996,UI misalignment in header - Case 656,The header elements are overlapping on mobile screens.,Closed,Minor,P4,Duplicate,Carol White,UI/UX,2024-12-31,1,2,3,1
BUG-0997,Feature Y is not responsive - Case 154,Feature Y does not resize properly when the window is scaled down.,Assigned,Critical,P2,,Carol White,Notifications,2024-12-13,0,0,1,5
BUG-0998,API returning 500 error - Case 614,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Minor,P3,,Bob Smith,API,2024-08-07,2,2,2,5
BUG-0999,Typo in the settings menu - Case 965,There is a spelling mistake in the user profile settings page.,New,Minor,P5,,Carol White,Authentication,2024-02-09,3,2,4,5
BUG-1000,App crashes on login - Case 560,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Critical,P5,Duplicate,Grace Kim,Dashboard,2024-10-10,1,0,4,1
BUG-1001,Button click has no effect - Case 801,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Trivial,P1,,David Lee,Authentication,2024-07-26,3,3,0,5
BUG-1002,Button click has no effect - Case 867,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Trivial,P1,,Henry Wilson,Dashboard,2024-12-04,0,3,0,5
BUG-1003,Button click has no effect - Case 330,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Major,P5,Duplicate,Grace Kim,Notifications,2024-03-09,1,1,4,1
BUG-1004,Typo in the settings menu - Case 215,There is a spelling mistake in the user profile settings page.,Assigned,Trivial,P3,,Eva Martinez,Notifications,2024-10-03,0,3,2,5
BUG-1005,Null pointer exception in module X - Case 102,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Major,P1,Not a Bug,Alice Johnson,Notifications,2024-04-21,4,1,0,3
BUG-1006,API returning 500 error - Case 158,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Critical,P3,,Eva Martinez,Database,2024-11-11,3,0,2,5
BUG-1007,Typo in the settings menu - Case 839,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P2,Duplicate,Henry Wilson,Reporting,2024-01-05,1,3,1,1
BUG-1008,Null pointer exception in module X - Case 494,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P5,Duplicate,Henry Wilson,Authentication,2024-03-19,1,0,4,1
BUG-1009,Feature Y is not responsive - Case 331,Feature Y does not resize properly when the window is scaled down.,Resolved,Major,P3,Cannot Reproduce,Grace Kim,Dashboard,2024-07-10,4,1,2,0
BUG-1010,Feature Y is not responsive - Case 211,Feature Y does not resize properly when the window is scaled down.,Resolved,Minor,P3,Cannot Reproduce,Grace Kim,Authentication,2024-03-23,4,2,2,0
BUG-1011,Null pointer exception in module X - Case 213,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Critical,P2,Duplicate,Frank Brown,Authentication,2024-03-09,4,0,1,1
BUG-1012,Null pointer exception in module X - Case 590,A NullPointerException is thrown when clicking the submit button in module X.,New,Critical,P1,,Henry Wilson,Dashboard,2024-08-03,3,0,0,5
BUG-1013,Memory leak during file upload - Case 613,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Trivial,P5,,Carol White,Dashboard,2024-02-26,0,3,4,5
BUG-1014,App crashes on login - Case 885,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Trivial,P2,Duplicate,Henry Wilson,API,2024-08-07,1,3,1,1
BUG-1015,UI misalignment in header - Case 879,The header elements are overlapping on mobile screens.,Assigned,Minor,P1,,Carol White,Reporting,2024-11-12,0,2,0,5
BUG-1016,UI misalignment in header - Case 984,The header elements are overlapping on mobile screens.,Assigned,Critical,P4,,Henry Wilson,Payment,2024-12-07,0,0,3,5
BUG-1017,Button click has no effect - Case 725,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P4,Duplicate,Grace Kim,Authentication,2024-04-27,4,3,3,1
BUG-1018,Null pointer exception in module X - Case 249,A NullPointerException is thrown when clicking the submit button in module X.,New,Minor,P5,,Alice Johnson,UI/UX,2024-11-11,3,2,4,5
BUG-1019,Feature Y is not responsive - Case 816,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P5,Duplicate,Grace Kim,Authentication,2024-08-06,1,0,4,1
BUG-1020,Feature Y is not responsive - Case 472,Feature Y does not resize properly when the window is scaled down.,In Progress,Critical,P4,,Frank Brown,Authentication,2024-12-30,2,0,3,5
BUG-1021,App crashes on login - Case 153,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Critical,P3,,Bob Smith,UI/UX,2024-05-26,0,0,2,5
BUG-1022,API returning 500 error - Case 472,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Trivial,P5,,Carol White,Database,2024-02-27,2,3,4,5
BUG-1023,Typo in the settings menu - Case 860,There is a spelling mistake in the user profile settings page.,Closed,Major,P4,Not a Bug,Eva Martinez,Reporting,2024-11-05,1,1,3,3
BUG-1024,UI misalignment in header - Case 208,The header elements are overlapping on mobile screens.,Resolved,Minor,P4,Duplicate,Henry Wilson,Payment,2024-01-22,4,2,3,1
BUG-1025,Performance degradation on load - Case 719,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Critical,P4,Duplicate,Carol White,Authentication,2024-06-03,1,0,3,1
BUG-1026,Memory leak during file upload - Case 663,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Major,P2,Won't Fix,Bob Smith,UI/UX,2024-06-26,1,1,1,4
BUG-1027,Typo in the settings menu - Case 932,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P4,Duplicate,Eva Martinez,Dashboard,2024-09-25,1,3,3,1
BUG-1028,Performance degradation on load - Case 162,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P4,Duplicate,Henry Wilson,UI/UX,2024-12-16,1,3,3,1
BUG-1029,Memory leak during file upload - Case 510,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Minor,P5,,Carol White,Reporting,2024-04-15,2,2,4,5
BUG-1030,App crashes on login - Case 909,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Major,P3,Not a Bug,David Lee,API,2024-09-14,4,1,2,3
BUG-1031,Button click has no effect - Case 221,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P3,Duplicate,Alice Johnson,Dashboard,2024-09-30,4,2,2,1
BUG-1032,Feature Y is not responsive - Case 236,Feature Y does not resize properly when the window is scaled down.,New,Minor,P4,,Bob Smith,Authentication,2024-11-24,3,2,3,5
BUG-1033,Performance degradation on load - Case 477,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Major,P4,,Grace Kim,API,2024-12-27,3,1,3,5
BUG-1034,App crashes on login - Case 740,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Major,P4,,Eva Martinez,Authentication,2024-04-22,2,1,3,5
BUG-1035,Performance degradation on load - Case 208,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Minor,P2,,David Lee,Database,2024-11-16,2,2,1,5
BUG-1036,Performance degradation on load - Case 744,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Minor,P2,,Frank Brown,Dashboard,2024-08-16,0,2,1,5
BUG-1037,UI misalignment in header - Case 607,The header elements are overlapping on mobile screens.,Resolved,Minor,P1,Duplicate,Henry Wilson,Dashboard,2024-03-31,4,2,0,1
BUG-1038,App crashes on login - Case 417,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Minor,P5,Duplicate,Carol White,Payment,2024-12-17,1,2,4,1
BUG-1039,API returning 500 error - Case 760,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Minor,P5,,Bob Smith,UI/UX,2024-09-26,3,2,4,5
BUG-1040,UI misalignment in header - Case 946,The header elements are overlapping on mobile screens.,New,Minor,P5,,Eva Martinez,Dashboard,2024-03-08,3,2,4,5
BUG-1041,Performance degradation on load - Case 113,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Major,P5,,David Lee,Dashboard,2024-10-04,3,1,4,5
BUG-1042,Performance degradation on load - Case 554,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P4,Duplicate,Alice Johnson,API,2024-09-02,1,2,3,1
BUG-1043,UI misalignment in header - Case 121,The header elements are overlapping on mobile screens.,New,Major,P5,,Grace Kim,Dashboard,2024-10-05,3,1,4,5
BUG-1044,UI misalignment in header - Case 844,The header elements are overlapping on mobile screens.,Closed,Minor,P2,Duplicate,Grace Kim,Dashboard,2024-01-13,1,2,1,1
BUG-1045,Feature Y is not responsive - Case 331,Feature Y does not resize properly when the window is scaled down.,New,Minor,P5,,David Lee,Payment,2024-09-08,3,2,4,5
BUG-1046,Feature Y is not responsive - Case 465,Feature Y does not resize properly when the window is scaled down.,Closed,Trivial,P3,Fixed,Bob Smith,Authentication,2024-06-19,1,3,2,2
BUG-1047,Database connection timeout - Case 538,The connection to the database times out after 30 seconds of inactivity.,In Progress,Minor,P2,,Carol White,API,2024-11-03,2,2,1,5
BUG-1048,Feature Y is not responsive - Case 456,Feature Y does not resize properly when the window is scaled down.,In Progress,Major,P3,,Bob Smith,Authentication,2024-09-12,2,1,2,5
BUG-1049,Database connection timeout - Case 896,The connection to the database times out after 30 seconds of inactivity.,Resolved,Critical,P2,Duplicate,Bob Smith,Payment,2024-07-18,4,0,1,1
BUG-1050,Feature Y is not responsive - Case 248,Feature Y does not resize properly when the window is scaled down.,In Progress,Minor,P2,,Frank Brown,Database,2024-03-06,2,2,1,5
BUG-1051,API returning 500 error - Case 810,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P4,Cannot Reproduce,David Lee,UI/UX,2024-11-21,1,1,3,0
BUG-1052,API returning 500 error - Case 651,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Minor,P2,Not a Bug,Bob Smith,UI/UX,2024-09-29,4,2,1,3
