Bug ID,Summary,Description,Status,Severity,Priority,Resolution
BUG-0934,UI misalignment in header - Case 261,The header elements are overlapping on mobile screens.,Resolved,Trivial,P5,Cannot Reproduce
BUG-0935,Null pointer exception in module X - Case 585,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P2,Duplicate
BUG-0936,Database connection timeout - Case 884,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P4,Duplicate
BUG-0937,Memory leak during file upload - Case 951,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Major,P4,None
BUG-0938,Memory leak during file upload - Case 256,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Minor,P3,None
BUG-0939,Memory leak during file upload - Case 968,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Major,P5,Won't Fix
BUG-0940,Feature Y is not responsive - Case 789,Feature Y does not resize properly when the window is scaled down.,New,Critical,P5,None
BUG-0941,App crashes on login - Case 984,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Critical,P5,None
BUG-0942,API returning 500 error - Case 844,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P1,Cannot Reproduce
BUG-0943,UI misalignment in header - Case 163,The header elements are overlapping on mobile screens.,In Progress,Critical,P4,None
BUG-0944,Button click has no effect - Case 288,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P2,Cannot Reproduce
BUG-0945,Memory leak during file upload - Case 794,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P2,Duplicate
BUG-0946,Button click has no effect - Case 104,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Major,P4,None
BUG-0947,Null pointer exception in module X - Case 409,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Minor,P4,Not a Bug
BUG-0948,Database connection timeout - Case 663,The connection to the database times out after 30 seconds of inactivity.,New,Minor,P3,None
BUG-0949,Performance degradation on load - Case 920,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P2,Duplicate
BUG-0950,UI misalignment in header - Case 641,The header elements are overlapping on mobile screens.,New,Trivial,P4,None
BUG-0951,Memory leak during file upload - Case 890,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P2,Duplicate
BUG-0952,Null pointer exception in module X - Case 612,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Trivial,P1,Fixed
BUG-0953,Database connection timeout - Case 852,The connection to the database times out after 30 seconds of inactivity.,Resolved,Critical,P3,Fixed
BUG-0954,Performance degradation on load - Case 886,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Critical,P5,Fixed
BUG-0955,Database connection timeout - Case 735,The connection to the database times out after 30 seconds of inactivity.,New,Critical,P4,None
BUG-0956,App crashes on login - Case 722,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Trivial,P2,None
BUG-0957,UI misalignment in header - Case 343,The header elements are overlapping on mobile screens.,New,Major,P4,None
BUG-0958,UI misalignment in header - Case 725,The header elements are overlapping on mobile screens.,Closed,Major,P4,Duplicate
BUG-0959,Feature Y is not responsive - Case 661,Feature Y does not resize properly when the window is scaled down.,In Progress,Minor,P5,None
BUG-0960,Memory leak during file upload - Case 406,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Major,P5,Duplicate
BUG-0961,Performance degradation on load - Case 126,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Trivial,P2,Duplicate
BUG-0962,Memory leak during file upload - Case 481,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Trivial,P3,None
BUG-0963,App crashes on login - Case 874,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Critical,P2,None
BUG-0964,Database connection timeout - Case 503,The connection to the database times out after 30 seconds of inactivity.,Closed,Critical,P5,Won't Fix
BUG-0965,Typo in the settings menu - Case 669,There is a spelling mistake in the user profile settings page.,Resolved,Trivial,P2,Won't Fix
BUG-0966,UI misalignment in header - Case 125,The header elements are overlapping on mobile screens.,Assigned,Critical,P3,None
BUG-0967,Database connection timeout - Case 328,The connection to the database times out after 30 seconds of inactivity.,In Progress,Critical,P3,None
BUG-0968,UI misalignment in header - Case 954,The header elements are overlapping on mobile screens.,Resolved,Critical,P1,Won't Fix
BUG-0969,Database connection timeout - Case 725,The connection to the database times out after 30 seconds of inactivity.,Assigned,Critical,P3,None
BUG-0970,Typo in the settings menu - Case 720,There is a spelling mistake in the user profile settings page.,Assigned,Major,P2,None
BUG-0971,UI misalignment in header - Case 474,The header elements are overlapping on mobile screens.,In Progress,Trivial,P3,None
BUG-0972,UI misalignment in header - Case 589,The header elements are overlapping on mobile screens.,Closed,Major,P3,Duplicate
BUG-0973,UI misalignment in header - Case 286,The header elements are overlapping on mobile screens.,Assigned,Major,P3,None
BUG-0974,API returning 500 error - Case 579,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Trivial,P2,Won't Fix
BUG-0975,Database connection timeout - Case 794,The connection to the database times out after 30 seconds of inactivity.,Resolved,Trivial,P3,Cannot Reproduce
BUG-0976,Typo in the settings menu - Case 776,There is a spelling mistake in the user profile settings page.,In Progress,Major,P3,None
BUG-0977,Database connection timeout - Case 341,The connection to the database times out after 30 seconds of inactivity.,New,Minor,P3,None
BUG-0978,Memory leak during file upload - Case 453,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Minor,P1,Cannot Reproduce
BUG-0979,API returning 500 error - Case 972,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Trivial,P2,Fixed
BUG-0980,UI misalignment in header - Case 872,The header elements are overlapping on mobile screens.,Closed,Critical,P3,Duplicate
BUG-0981,Performance degradation on load - Case 576,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P5,Duplicate
BUG-0982,Performance degradation on load - Case 846,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Critical,P1,Duplicate
BUG-0983,App crashes on login - Case 298,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Major,P1,Duplicate
BUG-0984,Button click has no effect - Case 126,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Minor,P2,None
BUG-0985,Memory leak during file upload - Case 893,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Minor,P5,None
BUG-0986,Database connection timeout - Case 788,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P1,Fixed
BUG-0987,API returning 500 error - Case 684,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Minor,P2,None
BUG-0988,Button click has no effect - Case 422,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Minor,P1,Duplicate
BUG-0989,Null pointer exception in module X - Case 836,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Minor,P1,Not a Bug
BUG-0990,Database connection timeout - Case 715,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P1,Duplicate
BUG-0991,Performance degradation on load - Case 289,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Trivial,P4,None
BUG-0992,App crashes on login - Case 701,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Minor,P3,Duplicate
BUG-0993,Memory leak during file upload - Case 602,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Minor,P1,None
BUG-0994,Performance degradation on load - Case 588,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Major,P4,None
BUG-0995,Memory leak during file upload - Case 511,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Minor,P1,Duplicate
BUG-0996,Memory leak during file upload - Case 161,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Trivial,P2,None
BUG-0997,UI misalignment in header - Case 871,The header elements are overlapping on mobile screens.,In Progress,Major,P3,None
BUG-0998,API returning 500 error - Case 868,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P2,Duplicate
BUG-0999,API returning 500 error - Case 563,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Minor,P4,None
BUG-1000,Database connection timeout - Case 431,The connection to the database times out after 30 seconds of inactivity.,Resolved,Trivial,P4,Duplicate
BUG-1001,Database connection timeout - Case 437,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P3,Duplicate
BUG-1002,App crashes on login - Case 715,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Major,P4,None
BUG-1003,Null pointer exception in module X - Case 135,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Major,P4,None
BUG-1004,UI misalignment in header - Case 322,The header elements are overlapping on mobile screens.,Closed,Major,P3,Won't Fix
BUG-1005,Typo in the settings menu - Case 650,There is a spelling mistake in the user profile settings page.,Resolved,Trivial,P5,Duplicate
BUG-1006,UI misalignment in header - Case 472,The header elements are overlapping on mobile screens.,Resolved,Major,P2,Duplicate
BUG-1007,Button click has no effect - Case 942,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Major,P3,None
BUG-1008,Database connection timeout - Case 341,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P1,Duplicate
BUG-1009,Database connection timeout - Case 286,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P2,Duplicate
